image,segment,area,perimeter,roundness,length,width,len_wid_ratio,laplacian,edge,cut-off,single,multi,blurred
6,0,57843,"1186,91587232754","0,515965659988982","481,402187585461","154,51241442325","3,11562141710357","0,00872947520163745","0,0309545696355582",0,1,0,0
6,1,420806,"6302,88138444213","0,133110869196422","2903,78121439608","218,747422694665","13,2745848093912","0,00297999336570781","0,0118704398565642",1,0,0,0
7,0,82452,"2204,61139854454","0,213180247243332","635,742961287568","250,619455801432","2,53668638476046","0,00502471185608955","0,0115518502619715",0,0,0,1
7,1,38684,"1218,17366491631","0,327584108683464","492,873779989751","104,757090261503","4,70492048566261","0,0111611639621527","0,0362971294077325",0,1,0,0
7,2,45126,"1161,86204845838","0,420075711029211","509,388983447641","113,723243153046","4,47919852902999","0,00855518364185776","0,023884377982227",0,1,0,0
7,3,47651,"1154,11479041326","0,449556073900152","507,901303867157","121,240437420626","4,18920712158986","0,00830318883635326","0,0295705689136533",0,1,0,0
8,0,157218,"2520,32712729708","0,31102715179962","602,818513794978","403,81340864282","1,4928145051473","0,0065664333110152","0,0280199021184721",0,0,1,0
8,1,209808,"4448,76904500742","0,133214711157507","941,529503298792","420,1542201447","2,24091406953983","0,00675274412588872","0,0265542848173421",0,0,1,0
8,2,87189,"1947,33513652379","0,288928352047501","888,675668025542","136,400064890667","6,51521440798336","0,00926326418988104","0,0399115668370143",0,0,1,0
8,3,43262,"1154,73210614346","0,407712451352002","446,405085851867","127,834681471586","3,49204989376135","0,00635771148156216","0,020388452744408",0,1,0,0
8,4,59915,"1082,06305858515","0,643043402104439","422,132799229511","184,219593367673","2,29146526443037","0,00758509540905779","0,036209069463569",0,1,0,0
9,0,59951,"1068,76659402887","0,659539110342867","421,568324883842","183,831729687244","2,29322938755493","0,00938455303324613","0,0397582844843321",0,1,0,0
9,1,294940,"4430,63996924429","0,188803750864045","1013,81887122355","482,521321055702","2,10108616341643","0,00555045124578418","0,0275685236244423",0,0,1,0
9,2,40044,"1016,53109601669","0,486974230436635","416,830098855218","124,467306581618","3,34891233933697","0,00519333495408609","0,018936059460607",0,1,0,0
9,3,43169,"1027,47012947259","0,513858378997535","444,929387973618","124,197604532774","3,58243131699217","0,00588011461808112","0,0250002430863562",0,0,0,1
9,4,45270,"1214,55548263433","0,385643167177489","518,437290356913","113,824430621546","4,55471015779259","0,00551685278869275","0,0211370734720916",0,1,0,0
9,5,100555,"1648,38896039296","0,465044100960708","464,905049213432","297,193681730493","1,56431673279995","0,00787805299180861","0,0424191377108593",0,0,1,0
9,6,38367,"1121,63665171396","0,383233372938635","464,47898629193","108,959836900565","4,26284582929219","0,0051803010558215","0,0162423341485501",0,0,0,1
9,7,43781,"1265,77878733769","0,343383888734132","482,302334734136","123,317791731687","3,91105231419908","0,00614466367289487","0,0242459514798676",0,1,0,0
10,0,36751,"846,457936163769","0,644567289961201","296,545722678046","170,24038822407","1,74192343997555","0,0113747119476178","0,0378152239768944",1,0,0,0
10,1,307247,"5342,87965133858","0,135252945406218","864,205608864328","682,49642557809","1,26624195596677","0,00393483519163395","0,018189742596473",0,0,1,0
10,2,87637,"1747,37676708414","0,360681819764433","428,464064808667","286,499499707049","1,49551418151438","0,00651321815426496","0,0248446199171758",0,0,0,1
10,3,42541,"1182,50670939905","0,382305311137147","471,361565937181","117,263695071708","4,01967178033183","0,00492393161737305","0,0126853382512678",0,0,0,1
10,4,33304,"827,989898732233","0,610458555692021","312,074713147813","137,86189531935","2,26367635832154","0,00660834053445763","0,0253485174589783",1,0,0,0
10,5,33693,"804,57568516986","0,65405721151537","295,581291550877","151,850921119679","1,94652287501054","0,00492474956045641","0,0243071958414311",1,0,0,0
10,6,44984,"996,835569799683","0,568880283062386","386,325259682799","160,319278772106","2,40972428669642","0,00719825845617538","0,0439341423803014",1,0,0,0
11,0,43522,"1194,04581464245","0,383598347232627","504,599397385347","111,854723115384","4,5112033120392","0,00611220286016192","0,0156907044389968",0,1,0,0
11,1,38615,"1006,11479041326","0,479369983355303","415,50760902973","119,127179390627","3,48793290628706","0,00648860919501246","0,0243500612313389",0,1,0,0
11,2,50791,"1171,33513652379","0,465194193781927","462,099388390687","141,130563395798","3,27426871452882","0,00523434232611774","0,0162055603279567",0,0,0,1
11,3,50672,"1326,53109601669","0,361862050711928","496,536014312059","133,407849946323","3,72194000961592","0,00686971980707377","0,022978575157262",0,1,0,0
11,4,55612,"1083,29350596345","0,59550594129613","420,312775002061","169,513262254967","2,47952737980976","0,00577040065825823","0,0212582465038899",0,0,0,1
11,5,43377,"1206,447834896","0,374500394675223","519,267244557827","107,697013323195","4,82155659228473","0,00451537916515918","0,0204575047903069",0,1,0,0
11,6,138557,"2229,08239456891","0,350417746159114","718,97298840396","307,092469664895","2,34122637128978","0,0058178891640036","0,029744976439099",0,0,1,0
11,7,47951,"1138,60721446244","0,464793097797744","469,390167192234","132,63265993722","3,53902400369875","0,00723012110409999","0,0269531888662407",0,1,0,0
13,0,105874,"1914,86414049943","0,362846762905652","747,896313778364","252,291573942171","2,96441257269175","0,00762676915255658","0,0296430986282958",0,0,1,0
13,1,38734,"1146,22243815159","0,370479686562788","491,623920835943","103,626083966314","4,74421016426481","0,0105542649156091","0,0248720367286708",0,1,0,0
13,2,48459,"1011,73715677735","0,594906770668809","386,144843158533","165,840131525061","2,32841616566242","0,00950803760392589","0,0336797075315492",0,1,0,0
13,3,40520,"1118,50670939905","0,407007220207308","493,433486034324","106,732506150418","4,62308535451165","0,00538982928241464","0,0151109523882345",0,0,0,1
13,4,31288,"789,078210486802","0,631462500461778","307,928335695586","133,263598882766","2,31067101802103","0,0091097140429252","0,0435237164761376",1,0,0,0
14,0,61589,"1161,59502115362","0,573592590905121","466,814658786848","168,771196146072","2,76596166553693","0,00899512611725507","0,0361104006026198",0,1,0,0
14,1,37284,"1077,00923471599","0,403918280669971","425,677447919335","115,978884860806","3,67030126587453","0,00659238470006684","0,0180699378928692",0,0,0,1
14,2,57026,"1123,26911934581","0,567956579129233","414,493607433627","178,546117045451","2,32149326063536","0,00978134420495587","0,0291102692060562",0,0,0,1
14,3,103151,"2003,91796436859","0,322792495562284","807,35856764669","212,46507206244","3,79995902295611","0,00534080516003008","0,0198303296113727",0,0,1,0
14,4,64254,"1169,6610383316","0,590187470831419","430,369712340425","192,619772437644","2,23429665030752","0,0123899693537575","0,0345751352981468",0,1,0,0
14,5,46911,"1225,28636328852","0,392653393069361","516,075990598302","119,055794984025","4,33474062029109","0,00827257501542236","0,0428898253375111",0,1,0,0
14,6,86777,"1931,51890270787","0,29229175877865","537,197537227113","340,221562353224","1,57896381849362","0,00586032256510483","0,0175344934250144",0,0,0,1
14,7,44650,"924,038671967512","0,657129603851825","351,056438732353","167,487082104526","2,0960209845513","0,00651589034376176","0,0236504765442715",1,0,0,0
15,0,56792,"1097,99704140717","0,591963170287734","414,501083682371","178,295121572078","2,3248032813663","0,00721386395555841","0,0267468579861452",0,1,0,0
15,1,293022,"4385,82878606225","0,191428565506865","1014,67725589874","479,340367225448","2,11681995775146","0,00500708940763155","0,0227480527395665",0,0,1,0
15,2,40162,"1007,84480451567","0,496864391065905","422,23288544391","122,9586748716","3,43394141067988","0,00488973304225783","0,0171880324490495",0,1,0,0
15,3,40011,"1030,74220741123","0,473248394864649","438,018380284527","117,173862776807","3,73819186211232","0,00600941985108669","0,0201507476993266",0,0,0,1
15,4,41968,"1206,67323164042","0,362200278590943","508,054507519947","108,127607348355","4,69865670737675","0,00403735500164258","0,0138822896554465",0,1,0,0
15,5,98802,"1602,83261120685","0,483280486499284","456,916308902706","296,177456689085","1,54271129886282","0,00639756097410351","0,0314003996721852",0,0,1,0
15,6,40936,"1213,97979746447","0,349053782903488","465,923091355913","120,644653320783","3,86194562735463","0,00455339497231716","0,0180398264926554",0,0,0,1
16,0,98057,"2315,24595821745","0,229876299164307","652,502849673402","268,124823883683","2,4335786602007","0,00784032781036114","0,0227146046190424",0,0,1,0
16,1,44118,"1150,13203435596","0,419112178361307","520,520372934233","110,277051575614","4,72011506924743","0,0134600048321888","0,0538059302820476",0,1,0,0
16,2,42594,"1180,56558390209","0,384041408411664","505,431218908596","108,494447516585","4,65859065120667","0,00685547811258535","0,0164531261569364",0,0,0,1
16,3,51555,"1211,22748878547","0,441600155927272","525,001347421177","127,526467038242","4,11680304186378","0,0116458841636221","0,0416035751367803",0,1,0,0
17,0,68195,"1284,38896039296","0,519480523640281","534,053085214261","162,982329593547","3,27675452023607","0,00864666498150697","0,0310803181816838",0,1,0,0
17,1,83899,"1800,80822458921","0,325111040108084","677,299835268474","174,273950626245","3,88640891443977","0,00589522940570791","0,022332076895641",0,0,0,1
17,2,73743,"1221,73715677735","0,620833439448933","478,401181557271","197,13113970662","2,42681690101955","0,00831240578538758","0,0399288461111577",0,1,0,0
17,3,65831,"1079,83766184074","0,709452584933914","398,356214094028","211,940177621143","1,87956912448246","0,00678823911395643","0,0317757970506617",0,1,0,0
17,4,45359,"1144,39906166072","0,435229525074625","507,433344337385","115,763580717128","4,38335909440563","0,00702119641047938","0,0311366583037943",0,1,0,0
18,0,38271,"1119,62655044619","0,383648316687189","483,544812086353","101,497983213512","4,76408295787677","0,00655186451360549","0,0200063701269448",0,1,0,0
19,0,43719,"1130,55844122716","0,429827353397646","502,603959833129","113,568833908189","4,42554477788724","0,00906501667275225","0,0340321242896808",0,1,0,0
20,0,195090,"3453,56175875749","0,205546657682751","1103,07948918847","268,985065549227","4,10089492119628","0,00661838666739489","0,0296100286403837",0,0,1,0
20,1,48041,"1387,200143575","0,313721044852052","594,850969764676","119,750984896362","4,96739939366252","0,00475560071028403","0,018293044330754",0,1,0,0
20,2,267040,"4400,11724139181","0,173323594231464","1525,54000177279","339,497020234171","4,49352987169236","0,0035830327718382","0,014367341547416",0,0,1,0
20,3,61605,"1135,95541084683","0,599933698145214","450,461958019497","175,33213187486","2,56919227070715","0,0113735622831641","0,0437714139634932",0,1,0,0
20,4,64715,"1347,3523804665","0,447973610977645","568,294618337111","146,831971907435","3,87037380861011","0,00886297408190709","0,0317917168685499",0,1,0,0
20,5,54691,"1195,21024484277","0,481101946680435","507,402280710382","138,824552561809","3,65498949103021","0,00687883814008026","0,031014657486003",0,1,0,0
20,6,36015,"1124,39906166072","0,357974700267528","354,176113257463","141,981250299491","2,49452735843905","0,0110422554381078","0,0325090847169272",0,1,0,0
20,7,35023,"830,76659402887","0,637683468831404","312,05085380056","145,898893480371","2,13881576725284","0,00766322776355177","0,0292867260216326",1,0,0,0
20,8,54954,"1124,46507883871","0,54615665276326","459,894881937687","153,655220662481","2,99303128103855","0,00814593622122806","0,0359580132346628",0,1,0,0
20,9,30466,"904,107647738325","0,468365628010965","346,392323317272","126,053846495412","2,74797106909293","0,0074034380250689","0,0243377041000498",1,0,0,0
20,10,29246,"886,634559672906","0,46750582755516","309,318160818068","144,845384725957","2,13550581127103","0,00484213095146466","0,0180750738604958",1,0,0,0
21,0,166369,"3100,53528009879","0,217474787605461","956,462150653891","349,326236981843","2,73801979180741","0,00454046396152058","0,013679811962776",0,0,0,1
21,1,41687,"1092,24978336206","0,439103169428974","458,865095038476","120,379098590148","3,81183361906343","0,0116333917659066","0,0525978008663711",1,0,0,0
21,2,179077,"3094,06724266726","0,235066195530672","773,909725141991","389,662046882783","1,9861049628341","0,00658552811392138","0,0291359393516706",0,0,1,0
21,3,130927,"2927,44278426212","0,191982768154567","698,975318787429","379,032266992408","1,84410505293849","0,0042528844947811","0,013721143925861",0,0,0,1
21,4,66743,"1193,65389565666","0,588652168402729","485,018163648226","178,00097036856","2,72480628978579","0,0112435597050803","0,0377228560246572",0,1,0,0
21,5,176431,"3296,61854121948","0,204008078749357","908,448056101147","359,443227402408","2,52737563777801","0,00386365252565137","0,00991916348014476",0,0,0,1
21,6,179233,"3027,30187412766","0,245762931422826","878,233121065827","347,171749800761","2,52967910427573","0,00569460517074845","0,0171902133845014",0,0,1,0
21,7,119786,"1678,24682476923","0,534446526072684","567,805311887044","278,731202665619","2,03710709980401","0,00734943978748323","0,0404989921325815",0,0,1,0
21,8,51994,"1564,93311627024","0,266791219354656","505,708255572725","140,977513182178","3,58715545591463","0,00593708631825247","0,0114781855836483",0,0,0,1
22,0,246261,"4278,44191771034","0,169057414040562","721,338145443282","661,554870701607","1,09036782493684","0,00667270289402605","0,0243320835540429",0,0,1,0
22,1,1034995,"14444,3130522079","0,0623382104945959","2027,33825986283","1095,51920460004","1,85057299894892","0,00466284290060315","0,0193950542465829",0,0,1,0
22,2,53294,"1183,200143575","0,478378611832918","484,17838389303","142,899788949886","3,38823722169967","0,00805098425895582","0,0246175884290706",0,1,0,0
22,3,100276,"2069,43564158718","0,294240883872907","625,888039815923","263,030604845295","2,37952553157853","0,00728694522725479","0,0169391240711666",1,0,0,0
22,4,129956,"1920,26406871193","0,442878184579335","509,985866172606","406,181933124803","1,25556019256994","0,00599449461129088","0,03103667635482",1,0,0,0
22,5,44474,"1725,94530957906","0,187612597253038","539,332370712685","239,217767906469","2,25456652084287","0,00633245209801709","0,0140234739980677",0,0,0,1
23,0,68414,"1130,9087296526","0,672201898012092","446,75804878586","196,289192047225","2,27601960213059","0,0060912845656503","0,0288971820102013",1,0,0,0
23,1,40780,"1092,48946545634","0,429360976181368","445,905728059116","122,612100414633","3,63671877858069","0,00739405857892155","0,0227415988870192",1,0,0,0
23,2,64942,"1300,7564927611","0,482329159918989","530,300147474174","156,837473747587","3,38120816921367","0,00835067066508409","0,0264563101672717",0,1,0,0
23,3,63411,"1361,12402512925","0,430109531221077","570,866639501709","144,288953697505","3,95641263501364","0,00715171387515472","0,024122117069096",0,1,0,0
23,4,48400,"1126,80108191428","0,479027796654911","500,376085413278","125,771810754029","3,97844383740215","0,00663364798617824","0,0214186231741557",0,0,0,1
23,5,39267,"1196,21529547665","0,344840990577932","537,74997551802","101,285899066416","5,30922843628414","0,00840129815399068","0,0378314822126859",0,1,0,0
23,6,124102,"2202,46212024588","0,321493168551142","502,572189268202","421,55645765329","1,19218239963849","0,00730388868806862","0,0292681006206584",0,0,1,0
23,7,47995,"1225,18585822513","0,401792577387052","554,032576611596","112,746346630904","4,9139736511847","0,00539419391554606","0,0238724367983315",0,0,0,1
23,8,147130,"3120,33722856485","0,18989259684399","754,475156219194","380,207391049589","1,98437793157154","0,00493515596138997","0,0173520299154358",0,0,0,1
23,9,63344,"1152,98484809835","0,598781188967441","489,065940852135","166,681638169307","2,93413207491617","0,0085381027378077","0,0381013590205097",0,1,0,0
23,10,52022,"1385,60216382855","0,340502106493994","551,049122091378","124,850533350787","4,41367054911266","0,00447246558780779","0,0138859773580878",0,1,0,0
24,0,43576,"992,097546470558","0,556350490277516","387,658109370197","150,393133911043","2,57763169959272","0,0105545949483287","0,025217541615775",1,0,0,0
24,1,199857,"3415,04494809067","0,21534578703979","743,394109717704","496,80987053703","1,49633522561483","0,00489924245392689","0,0152705560322433",0,0,0,1
24,2,43556,"1248,55844122716","0,35110749700913","568,447011805815","107,232407385429","5,30107479320713","0,007700268897492","0,0222799677978787",0,0,0,1
24,3,58851,"1080,52395334175","0,633424581355415","413,867785150439","186,552356499694","2,21850740947954","0,00953295436558461","0,0305529333628218",1,0,0,0
24,4,53331,"1194,24682476923","0,469895624044441","500,240478632472","137,186070620347","3,64643783709539","0,00684125700634473","0,027147074032904",0,1,0,0
24,5,67280,"1202,97474683058","0,584228616448215","450,032825214709","196,254828019798","2,29310447929113","0,00956440152022533","0,0253382306123528",0,1,0,0
24,6,180467,"3308,49783362056","0,20717910551418","977,34722403883","309,97042977761","3,15303374176702","0,00538778727899047","0,0228391374620215",0,0,1,0
24,7,48548,"1255,88643507601","0,386794658554914","555,889388286784","114,043393813201","4,87436728862445","0,006968691035461","0,0178016439448244",0,1,0,0
24,8,99286,"1732,55548263433","0,415645971888852","597,515864441296","230,24476145906","2,59513337308888","0,0055662096110238","0,0239792603057584",0,0,1,0
24,9,58290,"1144,29855659733","0,559403551276631","480,708535040818","157,802080503762","3,0462750142851","0,00860196257508563","0,0322089744543642",0,1,0,0
24,10,244404,"4586,63996924429","0,14599193703892","849,166592393538","513,758952557836","1,65285020955025","0,00517475045339275","0,0211806575710067",0,0,1,0
24,11,42457,"1210,16356364854","0,364309941123263","430,729843911883","135,826129193891","3,17118544471674","0,00611965497260152","0,0194999428951967",0,0,0,1
24,12,36310,"821,20310216783","0,67660460666797","315,73571705784","149,119118211755","2,11733894918478","0,00746883331354359","0,0309071990777574",1,0,0,0
24,13,131514,"3360,70180234016","0,146326132238456","920,393118142334","408,307956714465","2,25416405192901","0,00485440087589955","0,0164147949276658",0,0,1,0
24,14,42960,"1331,71991283464","0,304402594250118","561,859432537709","105,145659821966","5,34362933752144","0,00988492094349131","0,023157521074507",0,1,0,0
25,0,110076,"2015,76154339499","0,340427152834064","666,131692329394","240,024302779614","2,77526769004314","0,00560508932393162","0,0277958190609493",0,0,1,0
25,1,71482,"1297,1828996323","0,533831417226621","537,929678253002","170,29252996649","3,15885657673214","0,00642732220937825","0,0254292471521976",0,1,0,0
25,2,50491,"1255,17575695736","0,40273071323301","538,893262838841","121,045808612647","4,45197788354101","0,00584033959657291","0,022739081243582",0,1,0,0
25,3,120515,"2246,45497757094","0,300092769077679","577,273837768988","295,936239296453","1,95066964134361","0,00724667302140156","0,0347278599363945",0,0,1,0
25,4,48002,"1090,72496346853","0,507035877385757","425,117779835675","170,14177589437","2,49860904296429","0,00448223184104241","0,0170460955246922",0,0,0,1
25,5,39904,"1036,76659402887","0,466513596115151","405,096648958893","129,973417152394","3,11676539583411","0,00453131865915191","0,0172469302082965",1,0,0,0
25,6,72281,"1326,34732983261","0,516320634239958","509,286413327121","182,424996952435","2,79175782834142","0,00465669750465273","0,018353788033663",0,1,0,0
25,7,45036,"1013,65389565666","0,550795377602393","411,340239704794","143,253794432501","2,87140903551153","0,00629514734313065","0,0257666325916104",1,0,0,0
26,0,37439,"1062,48232278141","0,416764460891481","428,569910291628","114,007546521322","3,7591363323609","0,00586334734046292","0,0188029708589569",1,0,0,0
26,1,51937,"1252,38181771802","0,416114851609299","547,182083670808","121,976853081826","4,48595016059104","0,00836857792481371","0,0229528503786366",0,1,0,0
26,2,201363,"2726,00122548928","0,340515937517873","853,368523256345","320,789947384888","2,66020967992635","0,0065294608906679","0,0302764891653775",0,0,1,0
26,3,120134,"2594,64292783712","0,224243882161325","764,195718370703","319,211878503281","2,39400777299974","0,00656702869063071","0,0172974215106805",0,0,1,0
26,4,133044,"2879,97388027881","0,201571004310747","818,046336930132","435,443438139251","1,87865119847903","0,00493355945404484","0,00990421439016046",0,0,0,1
26,5,56901,"1283,09963851161","0,434319169001474","536,875633098171","138,154554954724","3,88605090345458","0,00718684167785282","0,013862807483784",0,0,0,1
26,6,52496,"1280,80108191428","0,402135770175129","543,814427097248","124,888586311195","4,35439653181901","0,00755228161363097","0,0290590499787122",0,1,0,0
26,7,110912,"2290,70476093299","0,265613511758362","633,365511777102","287,555635596692","2,20258424239483","0,00666453750050339","0,0241730689659947",0,0,1,0
26,8,30357,"866,783837971573","0,507746694641337","345,417292383986","113,827009752759","3,03458109928619","0,00584788129208765","0,0148222554925325",1,0,0,0
26,9,50982,"1732,91883092037","0,213339017442061","638,839496469253","134,601840683167","4,74614235011086","0,00465526284681343","0,0160840241814081",1,0,0,0
27,0,116868,"1612,48946545634","0,564822129481122","546,571279321318","279,400340357424","1,95622982642797","0,00662365764480915","0,0347226206952734",0,0,1,0
27,1,135204,"2344,18203308052","0,309183805610018","812,30706423722","398,76964653078","2,03703333817941","0,00482948634327458","0,0210053844480106",0,0,1,0
27,2,158469,"3419,12106653642","0,170343365600127","1124,41796032295","327,617376882456","3,43210720695798","0,00336554717124687","0,0131769137044784",0,1,0,0
27,3,69073,"1300,77373670381","0,512996808718947","511,600200833529","174,510652172968","2,93162735032617","0,00616521583110957","0,0208574579367567",0,0,1,0
27,4,110843,"2282,83679528896","0,267281197018676","744,184705888286","218,507812912281","3,40575788101012","0,00442371071783905","0,0163951811100103",0,0,1,0
27,5,113880,"2407,60634791066","0,246880258276431","903,959047916037","206,151248852509","4,38493122378693","0,00390400473746018","0,0159033507359722",0,0,0,1
27,6,57381,"1246,19805153395","0,464305513510882","527,492137807079","139,407910308122","3,78380349179043","0,00626772243209304","0,0193050679297095",0,0,0,0
27,7,132830,"2567,80735803744","0,253151881000398","731,188906519364","286,868089959304","2,54886804113728","0,00635619549594017","0,0255425684857699",0,0,1,0
27,8,51986,"1285,54624791834","0,395294576868236","574,214631520318","118,784986513906","4,83406740508487","0,00706104554917444","0,0361221051032801",0,1,0,0
27,9,112176,"2150,34437123978","0,304855321847699","610,198277375234","350,754770470209","1,73967206934128","0,00575795661078922","0,0242036117123949",0,0,1,0
27,10,32663,"892,676190233249","0,51508396764523","231,549157024038","201,403521408494","1,14967779810762","0,00607763780169571","0,0210182158877789",1,0,0,0
28,0,247495,"4122,24090758357","0,183024637796318","1110,73637851388","384,67460299945","2,88747000673571","0,00515920332749054","0,0209665940679084",0,0,1,0
28,1,38892,"1350,62445840514","0,267917400616427","601,112341584446","108,470873179567","5,54169358062913","0,00971733698719608","0,026485889711354",1,0,0,0
28,2,49686,"1186,6173157302","0,443427411010627","497,933907115014","129,491080695938","3,84531432156494","0,0166723880357892","0,0475592227841557",0,1,0,0
28,3,67484,"1280,5828278448","0,51712476099898","544,236576360985","158,644172150145","3,43054881238188","0,00990830373382342","0,0322563630014719",0,1,0,0
28,4,58848,"1660,25396744416","0,268282607145522","593,248953303843","145,741290877379","4,07056195078566","0,00776257637397769","0,0146687494993926",1,0,0,0
28,5,63110,"1180,62445840514","0,568963612113387","480,291833035581","169,729411371988","2,82975018385556","0,0101965889723241","0,0482851807807123",0,1,0,0
28,6,153466,"2599,04076400857","0,285493257119896","769,312511088646","369,28020301012","2,08327580200004","0,00493500670308365","0,012459562876627",0,0,0,1
28,7,67239,"1261,17575695736","0,531226684192929","531,041167936479","163,902948909598","3,23997323702442","0,00943385246241326","0,0273390906833274",0,1,0,0
28,8,358176,"5876,99148315901","0,130315544629132","1061,42016561257","728,648412932913","1,45669728606175","0,00582835551055421","0,0223573977456684",0,0,1,0
28,9,49416,"1169,0437226014","0,454376585803314","506,395879917571","131,760387325778","3,84330898075994","0,00829324563781308","0,0233768667252489",1,0,0,0
28,10,183340,"3921,79429817684","0,149795052489343","954,796416849988","381,332332966943","2,50384332590218","0,00667674267517916","0,0204870263590411",0,0,1,0
28,11,37128,"880,19090885901","0,602223449622799","336,185829010522","151,397702792949","2,22054775474559","0,00739011465665974","0,024231784026259",1,0,0,0
28,12,53206,"1353,57777721091","0,364925358179859","492,167295412","142,617292964098","3,450965063093","0,00768923331756338","0,0188721991834628",1,0,0,0
29,0,154224,"2991,68246635641","0,216536361352371","945,714666775041","345,182435036719","2,73975315886059","0,00402096891559778","0,0115130143809854",0,0,0,1
