network,subset_name,eval_subset,seed,optimizer,layers,accuracy,precision,recall,f1,precision_w,recall_w,f1_w
EfficientNetV2B0,fresh,microscope,6,AdamW,flatten_dense,0.7721518987341772,0.7840121683285448,0.7694404361071028,0.7684416218856863,0.7826943605958374,0.7721518987341772,0.7691836772553845
EfficientNetV2B0,fresh,phone,6,AdamW,flatten_dense,0.696969696969697,0.687037037037037,0.6981255448997385,0.6877628259041211,0.7146277590722035,0.696969696969697,0.7013023421770268
EfficientNetV2B0,fresh,fresh,6,AdamW,flatten_dense,0.8035714285714286,0.8,0.8091787439613527,0.8010264508487959,0.8133928571428571,0.8035714285714286,0.805044836726637
EfficientNetV2B0,fresh,dried,6,AdamW,flatten_dense,0.6292134831460674,0.6293309438470729,0.6104591836734694,0.6050826946349335,0.6293007396668143,0.6292134831460674,0.6149543808440338
EfficientNetV2B0,fresh,comparison,6,AdamW,flatten_dense,0.7431906614785992,0.7502449479485609,0.7491464455554201,0.7431556632344034,0.7557316152029756,0.7431906614785992,0.7429106755250325
EfficientNetV2B0,fresh,all,8,AdamW,flatten_dense,0.6551724137931034,0.6547164903762788,0.6511348879227599,0.6510452267031215,0.6548734476181365,0.6551724137931034,0.6531591517979902
EfficientNetV2B0,fresh,microscope,8,AdamW,flatten_dense,0.7721518987341772,0.7786600496277916,0.7700817700817701,0.7697911607576493,0.7777303137858467,0.7721518987341772,0.7703813452517814
EfficientNetV2B0,fresh,phone,8,AdamW,flatten_dense,0.6565656565656566,0.6424418604651163,0.6495204882301656,0.6434322033898305,0.669603006812309,0.6565656565656566,0.6607130628317068
EfficientNetV2B0,fresh,fresh,8,AdamW,flatten_dense,0.7857142857142857,0.781396671881667,0.7896354852876593,0.7826336975273145,0.7943495133795233,0.7857142857142857,0.7872545798077714
EfficientNetV2B0,fresh,dried,8,AdamW,flatten_dense,0.6179775280898876,0.6126644736842105,0.6048469387755102,0.6035115303983228,0.6145771732702543,0.6179775280898876,0.6111699997644454
EfficientNetV2B0,fresh,comparison,8,AdamW,flatten_dense,0.7276264591439688,0.7307972775887215,0.7315571271796122,0.7275893397940643,0.7352364234113751,0.7276264591439688,0.7278491752433969
EfficientNetV2B0,fresh,all,10,AdamW,flatten_dense,0.6419098143236074,0.6407344632768361,0.6406470555022302,0.6406862225987504,0.6418076098847577,0.6419098143236074,0.6418541965179321
EfficientNetV2B0,fresh,microscope,10,AdamW,flatten_dense,0.759493670886076,0.7679197994987469,0.757094757094757,0.7563311688311688,0.7668665334221632,0.759493670886076,0.7570339470655926
EfficientNetV2B0,fresh,phone,10,AdamW,flatten_dense,0.6666666666666666,0.6545454545454545,0.6630340017436791,0.6552706552706553,0.6820936639118458,0.6666666666666666,0.6710984488762266
EfficientNetV2B0,fresh,fresh,10,AdamW,flatten_dense,0.7321428571428571,0.7301474758933636,0.7375933245498463,0.7293717558618221,0.7451128352645653,0.7321428571428571,0.7342619345930604
EfficientNetV2B0,fresh,dried,10,AdamW,flatten_dense,0.7078651685393258,0.7102521929824561,0.6956632653061224,0.6968029350104822,0.7093928641829292,0.7078651685393258,0.7026594115845758
EfficientNetV2B0,fresh,comparison,10,AdamW,flatten_dense,0.7237354085603113,0.7286001707108889,0.7286001707108889,0.7237354085603113,0.7334649328614665,0.7237354085603113,0.7237354085603113
EfficientNetV2B0,dried,all,2,AdamW,flatten_dense,0.6604774535809018,0.6595528455284553,0.6573457173507989,0.6575256912507808,0.659949106122361,0.6604774535809018,0.6592967486488535
EfficientNetV2B0,dried,microscope,2,AdamW,flatten_dense,0.7151898734177216,0.7165584415584416,0.7138848805515472,0.7138026808356479,0.7162543153049481,0.7151898734177216,0.7143071145018565
EfficientNetV2B0,dried,phone,2,AdamW,flatten_dense,0.7171717171717171,0.6979075850043592,0.6979075850043592,0.6979075850043592,0.7171717171717171,0.7171717171717171,0.7171717171717171
EfficientNetV2B0,dried,fresh,2,AdamW,flatten_dense,0.7142857142857143,0.7153791637136783,0.7224418093983311,0.7122877122877123,0.7317809051331375,0.7142857142857143,0.7165691451405737
EfficientNetV2B0,dried,dried,2,AdamW,flatten_dense,0.7191011235955056,0.726530612244898,0.726530612244898,0.7191011235955056,0.7339601008942903,0.7191011235955056,0.7191011235955056
EfficientNetV2B0,dried,comparison,2,AdamW,flatten_dense,0.7159533073929961,0.7150000000000001,0.7162845994390927,0.715107891819659,0.7178599221789883,0.7159533073929961,0.7163760151796648
EfficientNetV2B0,dried,all,4,AdamW,flatten_dense,0.6392572944297082,0.6397232385223652,0.633688103438541,0.632532538271888,0.6396024382020468,0.6392572944297082,0.6353015555133433
EfficientNetV2B0,dried,microscope,4,AdamW,flatten_dense,0.689873417721519,0.6896662387676509,0.6895141895141895,0.689562532579494,0.6898043580702296,0.689873417721519,0.6898112406931141
EfficientNetV2B0,dried,phone,4,AdamW,flatten_dense,0.7070707070707071,0.686231884057971,0.6680470793374019,0.6728950666514755,0.69959010393793,0.7070707070707071,0.699594785729
EfficientNetV2B0,dried,fresh,4,AdamW,flatten_dense,0.6845238095238095,0.6763944795859689,0.6796223100570926,0.6773796152034495,0.6885884744927298,0.6845238095238095,0.6859526483878815
EfficientNetV2B0,dried,dried,4,AdamW,flatten_dense,0.7191011235955056,0.7314241486068112,0.7288265306122449,0.7189592017178223,0.7399554736146381,0.7191011235955056,0.718320553268248
EfficientNetV2B0,dried,comparison,4,AdamW,flatten_dense,0.6964980544747081,0.6944581280788178,0.6925374954273869,0.6931108389467238,0.6957562630580206,0.6964980544747081,0.6957453399129339
EfficientNetV2B0,dried,all,6,AdamW,flatten_dense,0.6286472148541115,0.6272577996715928,0.6268985376319801,0.6270070104025328,0.6282639279072098,0.6286472148541115,0.6283847821418589
EfficientNetV2B0,dried,microscope,6,AdamW,flatten_dense,0.7025316455696202,0.7030038759689923,0.7015392015392015,0.7015633163203794,0.7028689529977432,0.7025316455696202,0.7019936848755975
EfficientNetV2B0,dried,phone,6,AdamW,flatten_dense,0.6464646464646465,0.6427696078431373,0.652353966870096,0.6392503904216553,0.673561596355714,0.6464646464646465,0.6521329904984251
EfficientNetV2B0,dried,fresh,6,AdamW,flatten_dense,0.6726190476190477,0.6892361111111112,0.6914800175669741,0.672514619883041,0.7100074404761905,0.6726190476190477,0.6735588972431077
EfficientNetV2B0,dried,dried,6,AdamW,flatten_dense,0.6966292134831461,0.7084623323013416,0.7061224489795919,0.6964759378552483,0.7166544914831693,0.6966292134831461,0.6957861975297079
EfficientNetV2B0,dried,comparison,6,AdamW,flatten_dense,0.6809338521400778,0.6830178376410629,0.6839104987196682,0.6808130376832667,0.6869963554156711,0.6809338521400778,0.6813204584018735
EfficientNetV2B0,dried,all,8,AdamW,flatten_dense,0.6074270557029178,0.6139147688060731,0.6118372762689854,0.6066271855611958,0.6163918956272778,0.6074270557029178,0.605639110680245
EfficientNetV2B0,dried,microscope,8,AdamW,flatten_dense,0.6772151898734177,0.6896008403361344,0.6736411736411736,0.6689264143966474,0.6885238272524199,0.6772151898734177,0.6702526184729306
EfficientNetV2B0,dried,phone,8,AdamW,flatten_dense,0.6161616161616161,0.6100654664484452,0.6172624237140366,0.6071428571428572,0.6405462150143001,0.6161616161616161,0.622174122174122
EfficientNetV2B0,dried,fresh,8,AdamW,flatten_dense,0.625,0.663888888888889,0.655467720685112,0.6239206907579149,0.6881944444444444,0.625,0.620322993284298
EfficientNetV2B0,dried,dried,8,AdamW,flatten_dense,0.7078651685393258,0.713160569105691,0.7140306122448979,0.7078282828282829,0.7199689412624464,0.7078651685393258,0.70816025422767
EfficientNetV2B0,dried,comparison,8,AdamW,flatten_dense,0.6536964980544747,0.6643984588615461,0.6612913059383002,0.6531713900134952,0.6698799509822412,0.6536964980544747,0.6520686631274385
EfficientNetV2B0,dried,all,10,AdamW,flatten_dense,0.596816976127321,0.594910571884256,0.5940799503133646,0.594072311005327,0.595887022838021,0.596816976127321,0.5959316002815164
EfficientNetV2B0,dried,microscope,10,AdamW,flatten_dense,0.6772151898734177,0.6800065876152832,0.6752445085778419,0.6742794777476858,0.6795771418088423,0.6772151898734177,0.6750623343145475
EfficientNetV2B0,dried,phone,10,AdamW,flatten_dense,0.6464646464646465,0.621031746031746,0.6196599825632083,0.6202739726027398,0.6445807279140613,0.6464646464646465,0.6454573128545731
EfficientNetV2B0,dried,fresh,10,AdamW,flatten_dense,0.6607142857142857,0.665340909090909,0.6703996486605182,0.6592534604846457,0.6826907467532467,0.6607142857142857,0.6632375292927547
EfficientNetV2B0,dried,dried,10,AdamW,flatten_dense,0.6741573033707865,0.6811224489795918,0.6811224489795918,0.6741573033707865,0.6880875945883972,0.6741573033707865,0.6741573033707865
EfficientNetV2B0,dried,comparison,10,AdamW,flatten_dense,0.6653696498054474,0.6652131782945736,0.6663211803438605,0.6647554908384905,0.668499080022924,0.6653696498054474,0.6659279761390448
EfficientNetV2B0,comparison,all,2,AdamW,flatten_dense,0.6790450928381963,0.682983682983683,0.6728586753994692,0.6718036160094394,0.6820747775654936,0.6790450928381963,0.6745191698202233
EfficientNetV2B0,comparison,microscope,2,AdamW,flatten_dense,0.7911392405063291,0.7915057915057915,0.7905242905242905,0.7907284768211921,0.7913591711060065,0.7911392405063291,0.7909631989269847
EfficientNetV2B0,comparison,phone,2,AdamW,flatten_dense,0.7171717171717171,0.6970982142857143,0.6924585876198779,0.6944444444444444,0.7144029581529581,0.7171717171717171,0.7154882154882156
EfficientNetV2B0,comparison,fresh,2,AdamW,flatten_dense,0.7797619047619048,0.7737414187643021,0.7801932367149759,0.7755551543599928,0.7850298300098072,0.7797619047619048,0.7810422201016171
EfficientNetV2B0,comparison,dried,2,AdamW,flatten_dense,0.7303370786516854,0.7323053589484327,0.7344387755102041,0.7300303336703741,0.7382101998386749,0.7303370786516854,0.730950568614308
EfficientNetV2B0,comparison,comparison,2,AdamW,flatten_dense,0.7626459143968871,0.7610522469857508,0.761370564565297,0.7611997136285397,0.7628136688612173,0.7626459143968871,0.7627182244353045
EfficientNetV2B0,comparison,all,4,AdamW,flatten_dense,0.6843501326259946,0.6961417322834647,0.6758088193777878,0.6724013290006937,0.6941285323419454,0.6843501326259946,0.6758863967247398
EfficientNetV2B0,comparison,microscope,4,AdamW,flatten_dense,0.7974683544303798,0.8018455560951918,0.7989417989417988,0.7971758664955071,0.8029398565113949,0.7974683544303798,0.7969808745389252
EfficientNetV2B0,comparison,phone,4,AdamW,flatten_dense,0.7171717171717171,0.6979075850043592,0.6979075850043592,0.6979075850043592,0.7171717171717171,0.7171717171717171,0.7171717171717171
EfficientNetV2B0,comparison,fresh,4,AdamW,flatten_dense,0.7797619047619048,0.7726470588235295,0.7714097496706193,0.771998679529032,0.7793172268907563,0.7797619047619048,0.7795114781414894
EfficientNetV2B0,comparison,dried,4,AdamW,flatten_dense,0.7415730337078652,0.7492346938775509,0.7492346938775509,0.7415730337078652,0.7568963540472369,0.7415730337078652,0.7415730337078652
EfficientNetV2B0,comparison,comparison,4,AdamW,flatten_dense,0.7665369649805448,0.7668095948297291,0.7617668577002805,0.7630899705014749,0.7666699551508785,0.7665369649805448,0.765425031277619
EfficientNetV2B0,comparison,all,6,AdamW,flatten_dense,0.6816976127320955,0.6885678545277032,0.6744819603636159,0.6725535610885929,0.6871938061685816,0.6816976127320955,0.6756015783030938
EfficientNetV2B0,comparison,microscope,6,AdamW,flatten_dense,0.7974683544303798,0.7974683544303798,0.7976591309924643,0.7974358974358975,0.7977888158948886,0.7974683544303798,0.7975008114248621
EfficientNetV2B0,comparison,phone,6,AdamW,flatten_dense,0.6868686868686869,0.6646825396825398,0.6628160418482999,0.6636712328767123,0.685225268558602,0.6868686868686869,0.6859764770997648
EfficientNetV2B0,comparison,fresh,6,AdamW,flatten_dense,0.7738095238095238,0.7663592446201142,0.7663592446201142,0.7663592446201142,0.7738095238095238,0.7738095238095238,0.7738095238095238
EfficientNetV2B0,comparison,dried,6,AdamW,flatten_dense,0.7191011235955056,0.7176440849342771,0.7196428571428571,0.7178186429930247,0.7220152009179628,0.7191011235955056,0.7197423638967461
EfficientNetV2B0,comparison,comparison,6,AdamW,flatten_dense,0.754863813229572,0.7533680342927127,0.7522558224606755,0.7527072228246758,0.7545314179102699,0.754863813229572,0.75459423942896
EfficientNetV2B0,comparison,all,8,AdamW,flatten_dense,0.6923076923076923,0.7032388663967611,0.6842357856699226,0.6816434686389843,0.7012768607910309,0.6923076923076923,0.6848891019294606
EfficientNetV2B0,comparison,microscope,8,AdamW,flatten_dense,0.7911392405063291,0.7910256410256411,0.7911656244989578,0.7910639150470847,0.7912528399870171,0.7911392405063291,0.7911643489927439
EfficientNetV2B0,comparison,phone,8,AdamW,flatten_dense,0.7474747474747475,0.7305429864253394,0.722101133391456,0.7255184651214373,0.7441976324329266,0.7474747474747475,0.7451222886511787
EfficientNetV2B0,comparison,fresh,8,AdamW,flatten_dense,0.7738095238095238,0.7666906993511176,0.7707509881422925,0.7682590387686947,0.7763981872489442,0.7738095238095238,0.774663444585036
EfficientNetV2B0,comparison,dried,8,AdamW,flatten_dense,0.7752808988764045,0.7809959349593496,0.7821428571428571,0.7752525252525253,0.7883438384945647,0.7752808988764045,0.7755078878674384
EfficientNetV2B0,comparison,comparison,8,AdamW,flatten_dense,0.77431906614786,0.7731873389768127,0.7715217656383369,0.7721631205673759,0.7740068655489504,0.77431906614786,0.7739741148549826
EfficientNetV2B0,comparison,all,10,AdamW,flatten_dense,0.6923076923076923,0.7070158102766799,0.683346507819999,0.6796284357967532,0.7046214654910308,0.6923076923076923,0.6831786276198162
EfficientNetV2B0,comparison,microscope,10,AdamW,flatten_dense,0.7848101265822784,0.7848101265822784,0.784992784992785,0.784775641025641,0.7851305880467874,0.7848101265822784,0.784844612138916
EfficientNetV2B0,comparison,phone,10,AdamW,flatten_dense,0.7373737373737373,0.7268518518518519,0.6922406277244987,0.6998600746268657,0.732697343808455,0.7373737373737373,0.7266555480174882
EfficientNetV2B0,comparison,fresh,10,AdamW,flatten_dense,0.7738095238095238,0.7672890216579538,0.7619675010979359,0.7641495492832866,0.7724367865144564,0.7738095238095238,0.7726730562182017
EfficientNetV2B0,comparison,dried,10,AdamW,flatten_dense,0.7528089887640449,0.7583841463414633,0.7594387755102041,0.7527777777777778,0.7655522060838585,0.7528089887640449,0.7530586766541821
EfficientNetV2B0,comparison,comparison,10,AdamW,flatten_dense,0.7665369649805448,0.7675871548169437,0.7611266918668456,0.7626231527093597,0.7670970662266242,0.7665369649805448,0.7651137605182956
EfficientNetV2B0_20_epochs,all,all,2,AdamW,flatten_dense,0.7294429708222812,0.7293867412779078,0.7268223138162724,0.7273539421440727,0.7294129817319488,0.7294429708222812,0.7286833240302054,"[[154  45]
 [ 57 121]]"
EfficientNetV2B0_20_epochs,all,microscope,2,AdamW,flatten_dense,0.7974683544303798,0.8006839276990718,0.7960557960557961,0.7962933118452861,0.8000408130453335,0.7974683544303798,0.7966849927069839,"[[57 20]
 [12 69]]"
EfficientNetV2B0_20_epochs,all,phone,2,AdamW,flatten_dense,0.7171717171717171,0.6990147783251232,0.6761115954664342,0.6818181818181819,0.7100860824998755,0.7171717171717171,0.7086011631466177,"[[52 10]
 [18 19]]"
EfficientNetV2B0_20_epochs,all,fresh,2,AdamW,flatten_dense,0.7857142857142857,0.7788031723143476,0.7830478700043917,0.7804559314650792,0.7882274178597177,0.7857142857142857,0.7865232632910868,"[[79 20]
 [16 53]]"
EfficientNetV2B0_20_epochs,all,dried,2,AdamW,flatten_dense,0.7303370786516854,0.7297979797979798,0.7321428571428572,0.729483282674772,0.7346498694813302,0.7303370786516854,0.7310201154332161,"[[30 10]
 [14 35]]"
EfficientNetV2B0_20_epochs,all,comparison,2,AdamW,flatten_dense,0.7665369649805448,0.7649676868674552,0.7649676868674552,0.7649676868674552,0.7665369649805448,0.7665369649805448,0.7665369649805448,"[[109  30]
 [ 30  88]]"
EfficientNetV2B0_20_epochs,all,all,4,AdamW,flatten_dense,0.7055702917771883,0.7046639465034569,0.7039128225396646,0.7041632202922525,0.7052779223340492,0.7055702917771883,0.7052997011070083,"[[146  53]
 [ 58 120]]"
EfficientNetV2B0_20_epochs,all,microscope,4,AdamW,flatten_dense,0.759493670886076,0.7655913978494624,0.7574154240820907,0.757001780799741,0.76472029399755,0.759493670886076,0.7576247533213248,"[[52 25]
 [13 68]]"
EfficientNetV2B0_20_epochs,all,phone,4,AdamW,flatten_dense,0.6767676767676768,0.6515151515151516,0.6438535309503051,0.6464285714285714,0.6706458524640344,0.6767676767676768,0.6725829725829726,"[[48 14]
 [18 19]]"
EfficientNetV2B0_20_epochs,all,fresh,4,AdamW,flatten_dense,0.75,0.7442557442557443,0.7505489679402724,0.7456380677721701,0.7565648637077209,0.75,0.7515861571737562,"[[74 25]
 [17 52]]"
EfficientNetV2B0_20_epochs,all,dried,4,AdamW,flatten_dense,0.6853932584269663,0.6821428571428572,0.6821428571428572,0.6821428571428572,0.6853932584269663,0.6853932584269663,0.6853932584269663,"[[26 14]
 [14 35]]"
EfficientNetV2B0_20_epochs,all,comparison,4,AdamW,flatten_dense,0.7276264591439688,0.7269174845510724,0.7283562980124375,0.7269277474195507,0.7298951778412379,0.7276264591439688,0.7280564355897646,"[[100  39]
 [ 31  87]]"
EfficientNetV2B0_20_epochs,all,all,6,AdamW,flatten_dense,0.726790450928382,0.7285176606832657,0.722827621252329,0.7233569622056781,0.7279419240983045,0.726790450928382,0.7250737065670301,"[[158  41]
 [ 62 116]]"
EfficientNetV2B0_20_epochs,all,microscope,6,AdamW,flatten_dense,0.7658227848101266,0.766087516087516,0.7651915985249318,0.7653622315873971,0.7659816235765603,0.7658227848101266,0.7656254048575283,"[[57 20]
 [17 64]]"
EfficientNetV2B0_20_epochs,all,phone,6,AdamW,flatten_dense,0.7272727272727273,0.7087220149253731,0.695074106364429,0.6996966632962589,0.7219725237449117,0.7272727272727273,0.7226767166099825,"[[51 11]
 [16 21]]"
EfficientNetV2B0_20_epochs,all,fresh,6,AdamW,flatten_dense,0.7678571428571429,0.7609258194364578,0.7657004830917875,0.7626000942063118,0.7713228045674855,0.7678571428571429,0.768908552587309,"[[77 22]
 [17 52]]"
EfficientNetV2B0_20_epochs,all,dried,6,AdamW,flatten_dense,0.7191011235955056,0.722644376899696,0.724234693877551,0.7189592017178223,0.7290222328472388,0.7191011235955056,0.7195978501673969,"[[31  9]
 [16 33]]"
EfficientNetV2B0_20_epochs,all,comparison,6,AdamW,flatten_dense,0.7509727626459144,0.7493580337490828,0.7486587001585172,0.748962148962149,0.7507144060224213,0.7509727626459144,0.750797926673413,"[[108  31]
 [ 33  85]]"
EfficientNetV2B0_20_epochs,all,all,8,AdamW,flatten_dense,0.7082228116710876,0.7074879227053139,0.7061289594037603,0.7064860426929392,0.7079050218480503,0.7082228116710876,0.7077437029874605,"[[148  51]
 [ 59 119]]"
EfficientNetV2B0_20_epochs,all,microscope,8,AdamW,flatten_dense,0.740506329113924,0.7422077922077922,0.7392175725509058,0.7392424425391458,0.7418296892980438,0.740506329113924,0.739702037657247,"[[53 24]
 [17 64]]"
EfficientNetV2B0_20_epochs,all,phone,8,AdamW,flatten_dense,0.7373737373737373,0.7205128205128206,0.7249346120313862,0.7223899913718723,0.7405853405853406,0.7373737373737373,0.7386766718086821,"[[48 14]
 [12 25]]"
EfficientNetV2B0_20_epochs,all,fresh,8,AdamW,flatten_dense,0.7619047619047619,0.7590464027245636,0.7672375933245499,0.7591397849462365,0.773338198625555,0.7619047619047619,0.7637480798771121,"[[73 26]
 [14 55]]"
EfficientNetV2B0_20_epochs,all,dried,8,AdamW,flatten_dense,0.6966292134831461,0.6951466127401416,0.6969387755102041,0.6952441344324667,0.6995944149691551,0.6966292134831461,0.6973217530084858,"[[28 12]
 [15 34]]"
EfficientNetV2B0_20_epochs,all,comparison,8,AdamW,flatten_dense,0.7392996108949417,0.73885523924894,0.7404279965857823,0.7387299901373189,0.7419658407709513,0.7392996108949417,0.7397268264631587,"[[101  38]
 [ 29  89]]"
EfficientNetV2B0_20_epochs,all,all,10,AdamW,flatten_dense,0.7161803713527851,0.7155512365500536,0.7160380554457682,0.715668238494992,0.7167523120825412,0.7161803713527851,0.7163404128708455,"[[143  56]
 [ 51 127]]"
EfficientNetV2B0_20_epochs,all,microscope,10,AdamW,flatten_dense,0.7531645569620253,0.7550324675324676,0.7518839185505852,0.7519623233908949,0.7546173762945915,0.7531645569620253,0.7523994992349423,"[[54 23]
 [16 65]]"
EfficientNetV2B0_20_epochs,all,phone,10,AdamW,flatten_dense,0.7070707070707071,0.6923558897243107,0.7007410636442895,0.6946069567067333,0.7168805853016379,0.7070707070707071,0.7101866446617005,"[[45 17]
 [12 25]]"
EfficientNetV2B0_20_epochs,all,fresh,10,AdamW,flatten_dense,0.75,0.7535121328224776,0.761528326745718,0.7487179487179487,0.7710727969348659,0.75,0.7519230769230769,"[[69 30]
 [12 57]]"
EfficientNetV2B0_20_epochs,all,dried,10,AdamW,flatten_dense,0.7078651685393258,0.7098078867542973,0.7117346938775511,0.7075328614762386,0.7156360413992117,0.7078651685393258,0.7085297826655003,"[[30 10]
 [16 33]]"
EfficientNetV2B0_20_epochs,all,comparison,10,AdamW,flatten_dense,0.7354085603112841,0.7359176256814052,0.7374710401170589,0.7350836769342712,0.7394810832722533,0.7354085603112841,0.7358417381473011,"[[99 40]
 [28 90]]"
EfficientNetV2B0_20_epochs,microscope,all,2,AdamW,flatten_dense,0.649867374005305,0.6492875647668394,0.6496668736943143,0.6493122110722742,0.6506404529899259,0.649867374005305,0.6500894391785175,"[[130  69]
 [ 63 115]]"
EfficientNetV2B0_20_epochs,microscope,microscope,2,AdamW,flatten_dense,0.7974683544303798,0.8047973531844499,0.7954144620811288,0.7953699206734661,0.8037503533624398,0.7974683544303798,0.7958945291126944,"[[55 22]
 [10 71]]"
EfficientNetV2B0_20_epochs,microscope,phone,2,AdamW,flatten_dense,0.5656565656565656,0.6041848299912816,0.6041848299912816,0.5656565656565656,0.6427130943259975,0.5656565656565656,0.5656565656565656,"[[28 34]
 [ 9 28]]"
EfficientNetV2B0_20_epochs,microscope,fresh,2,AdamW,flatten_dense,0.7083333333333334,0.7295918367346939,0.7305665349143611,0.7083229989724693,0.752368804664723,0.7083333333333334,0.7086330297983914,"[[60 39]
 [10 59]]"
EfficientNetV2B0_20_epochs,microscope,dried,2,AdamW,flatten_dense,0.7078651685393258,0.7102521929824561,0.6956632653061224,0.6968029350104822,0.7093928641829292,0.7078651685393258,0.7026594115845758,"[[23 17]
 [ 9 40]]"
EfficientNetV2B0_20_epochs,microscope,comparison,2,AdamW,flatten_dense,0.708171206225681,0.7262175838077166,0.7180526765028654,0.7070357028863252,0.7333680353024855,0.708171206225681,0.7055453547534211,"[[83 56]
 [19 99]]"
EfficientNetV2B0_20_epochs,microscope,all,4,AdamW,flatten_dense,0.6286472148541115,0.6273603573043871,0.6271949635819547,0.6272598870056497,0.6284413176461556,0.6286472148541115,0.6285265776498973,"[[130  69]
 [ 71 107]]"
EfficientNetV2B0_20_epochs,microscope,microscope,4,AdamW,flatten_dense,0.7721518987341772,0.7766114482532394,0.7704024370691037,0.7703488372093024,0.7758681900000622,0.7721518987341772,0.7708639976449809,"[[54 23]
 [13 68]]"
EfficientNetV2B0_20_epochs,microscope,phone,4,AdamW,flatten_dense,0.5353535353535354,0.5683779119930975,0.5690932868352223,0.5353061224489797,0.604273973557839,0.5353535353535354,0.5364914450628736,"[[27 35]
 [11 26]]"
EfficientNetV2B0_20_epochs,microscope,fresh,4,AdamW,flatten_dense,0.6785714285714286,0.7050391606324811,0.7031181379007465,0.6785258681785967,0.7283930418628216,0.6785714285714286,0.6778424622861193,"[[56 43]
 [11 58]]"
EfficientNetV2B0_20_epochs,microscope,dried,4,AdamW,flatten_dense,0.6853932584269663,0.681888544891641,0.6798469387755102,0.6805128205128206,0.6843148850314816,0.6853932584269663,0.6845059060789398,"[[25 15]
 [13 36]]"
EfficientNetV2B0_20_epochs,microscope,comparison,4,AdamW,flatten_dense,0.6848249027237354,0.6998805932629462,0.6939092793561761,0.6838868388683887,0.7063330320654652,0.6848249027237354,0.6824797430853686,"[[81 58]
 [23 95]]"
EfficientNetV2B0_20_epochs,microscope,all,6,AdamW,flatten_dense,0.6286472148541115,0.6280555555555556,0.6236378521822596,0.6227844482561464,0.6282257589154141,0.6286472148541115,0.6254039822680031,"[[142  57]
 [ 83  95]]"
EfficientNetV2B0_20_epochs,microscope,microscope,6,AdamW,flatten_dense,0.7721518987341772,0.7726471059804394,0.7726471059804394,0.7721518987341772,0.7731423132267015,0.7721518987341772,0.7721518987341772,"[[61 16]
 [20 61]]"
EfficientNetV2B0_20_epochs,microscope,phone,6,AdamW,flatten_dense,0.5353535353535354,0.5499999999999999,0.5527462946817785,0.5330188679245282,0.5832874196510559,0.5353535353535354,0.5413569658852677,"[[30 32]
 [14 23]]"
EfficientNetV2B0_20_epochs,microscope,fresh,6,AdamW,flatten_dense,0.6904761904761905,0.6939123031077055,0.7000439174352218,0.6888888888888889,0.7110928662652801,0.6904761904761905,0.6928571428571428,"[[64 35]
 [17 52]]"
EfficientNetV2B0_20_epochs,microscope,dried,6,AdamW,flatten_dense,0.6629213483146067,0.6623737373737374,0.664030612244898,0.6618541033434651,0.6673022358415618,0.6629213483146067,0.6637751442915202,"[[27 13]
 [17 32]]"
EfficientNetV2B0_20_epochs,microscope,comparison,6,AdamW,flatten_dense,0.6809338521400778,0.6821818181818182,0.6832703328862334,0.6806969696969698,0.6859257163070392,0.6809338521400778,0.6814076170262942,"[[91 48]
 [34 84]]"
EfficientNetV2B0_20_epochs,microscope,all,8,AdamW,flatten_dense,0.6153846153846154,0.6136792452830189,0.6122607419118062,0.6122307108453392,0.6144412191582003,0.6153846153846154,0.6141787107078334,"[[133  66]
 [ 79  99]]"
EfficientNetV2B0_20_epochs,microscope,microscope,8,AdamW,flatten_dense,0.7468354430379747,0.748097782094868,0.7457110790444124,0.7458172458172458,0.7477821973306447,0.7468354430379747,0.7462245247055372,"[[54 23]
 [17 64]]"
EfficientNetV2B0_20_epochs,microscope,phone,8,AdamW,flatten_dense,0.5454545454545454,0.5691757779646762,0.5717088055797733,0.5447112927950946,0.6040599434207508,0.5454545454545454,0.5493566219166628,"[[29 33]
 [12 25]]"
EfficientNetV2B0_20_epochs,microscope,fresh,8,AdamW,flatten_dense,0.6964285714285714,0.7173469387755103,0.7182696530522616,0.6964178152570599,0.739759475218659,0.6964285714285714,0.6967405004024074,"[[59 40]
 [11 58]]"
EfficientNetV2B0_20_epochs,microscope,dried,8,AdamW,flatten_dense,0.6179775280898876,0.6155015197568389,0.616326530612245,0.615599593495935,0.6199583347563266,0.6179775280898876,0.6186569379738741,"[[24 16]
 [18 31]]"
EfficientNetV2B0_20_epochs,microscope,comparison,8,AdamW,flatten_dense,0.669260700389105,0.6774322660098522,0.6756797951469333,0.6690803326617485,0.6826323532230549,0.669260700389105,0.6684490456160003,"[[83 56]
 [29 89]]"
EfficientNetV2B0_20_epochs,microscope,all,10,AdamW,flatten_dense,0.6339522546419099,0.6324903167008431,0.6313308113601717,0.6314603876232574,0.6332391141828528,0.6339522546419099,0.6331484265713768,"[[135  64]
 [ 74 104]]"
EfficientNetV2B0_20_epochs,microscope,microscope,10,AdamW,flatten_dense,0.7658227848101266,0.7692810457516339,0.764229597562931,0.7642266586005243,0.7686522710349962,0.7658227848101266,0.764717774357325,"[[54 23]
 [14 67]]"
EfficientNetV2B0_20_epochs,microscope,phone,10,AdamW,flatten_dense,0.5656565656565656,0.5899915895710681,0.5932868352223191,0.5649463464486459,0.6257783894453365,0.5656565656565656,0.5693852164981444,"[[30 32]
 [11 26]]"
