network,subset_name,eval_subset,seed,optimizer,layers,accuracy,precision,recall,f1,precision_w,recall_w,f1_w,confusion_matrix
EfficientNetV2B0,all,all,6,AdamW,GlobalMaxPooling2D,0.63395225464191,0.632688828584351,0.63251651516007,0.632584745762712,0.6337501064727,0.63395225464191,0.633833340826327,
EfficientNetV2B0,all,microscope,6,AdamW,GlobalMaxPooling2D,0.639240506329114,0.641954787234043,0.63692480359147,0.635015197568389,0.641592883113385,0.639240506329114,0.63600938786503,
EfficientNetV2B0,all,phone,6,AdamW,GlobalMaxPooling2D,0.666666666666667,0.640950226244344,0.635789014821273,0.637684373960297,0.661689291101056,0.666666666666667,0.663561421019556,
EfficientNetV2B0,all,fresh,6,AdamW,GlobalMaxPooling2D,0.68452380952381,0.674489795918367,0.675230566534914,0.67483475148815,0.685240524781341,0.68452380952381,0.684857914973315,
EfficientNetV2B0,all,dried,6,AdamW,GlobalMaxPooling2D,0.584269662921348,0.575917686318131,0.569642857142857,0.566539423456628,0.578701678519204,0.584269662921348,0.575404543188988,
EfficientNetV2B0,all,comparison,6,AdamW,GlobalMaxPooling2D,0.649805447470817,0.649648740310078,0.650652359468358,0.649162722970513,0.652939590685609,0.649805447470817,0.650389742471093,
EfficientNetV2B0,all,all,8,AdamW,GlobalMaxPooling2D,0.644562334217507,0.643772893772894,0.644048896166224,0.643838127467569,0.645048143721884,0.644562334217507,0.644732735805727,
EfficientNetV2B0,all,microscope,8,AdamW,GlobalMaxPooling2D,0.69620253164557,0.703904005408146,0.693442360109027,0.691255495847582,0.703048286101193,0.69620253164557,0.692244903007179,
EfficientNetV2B0,all,phone,8,AdamW,GlobalMaxPooling2D,0.656565656565657,0.625862068965517,0.611377506538797,0.613636363636364,0.6445837687217,0.656565656565657,0.646158555249464,
EfficientNetV2B0,all,fresh,8,AdamW,GlobalMaxPooling2D,0.672619047619048,0.66875,0.673913043478261,0.668377418081326,0.683258928571429,0.672619047619048,0.675074727877728,
EfficientNetV2B0,all,dried,8,AdamW,GlobalMaxPooling2D,0.696629213483146,0.695146612740142,0.696938775510204,0.695244134432467,0.699594414969155,0.696629213483146,0.697321753008486,
EfficientNetV2B0,all,comparison,8,AdamW,GlobalMaxPooling2D,0.680933852140078,0.68020719738277,0.681349835385929,0.680115361262902,0.683259147363463,0.680933852140078,0.681437538833724,
EfficientNetV2B0,all,all,10,AdamW,GlobalMaxPooling2D,0.639257294429708,0.639078947368421,0.63428095533849,0.633562035448828,0.639130252687422,0.639257294429708,0.636106725631774,
EfficientNetV2B0,all,microscope,10,AdamW,GlobalMaxPooling2D,0.651898734177215,0.651762820512821,0.651835818502485,0.651773191745141,0.65203464784161,0.651898734177215,0.651940581654573,
EfficientNetV2B0,all,phone,10,AdamW,GlobalMaxPooling2D,0.686868686868687,0.665833333333333,0.630122057541412,0.632762953212876,0.676144781144781,0.686868686868687,0.668358830618015,
EfficientNetV2B0,all,fresh,10,AdamW,GlobalMaxPooling2D,0.690476190476191,0.679485215259691,0.671497584541063,0.67378640776699,0.686653242574799,0.690476190476191,0.686962552011096,
EfficientNetV2B0,all,dried,10,AdamW,GlobalMaxPooling2D,0.617977528089888,0.619817997977755,0.620918367346939,0.617542972699697,0.625339407641358,0.617977528089888,0.61884663887027,
EfficientNetV2B0,all,comparison,10,AdamW,GlobalMaxPooling2D,0.665369649805447,0.66352438411262,0.658639190342641,0.659046032333704,0.664315212266689,0.665369649805447,0.66284020281675,
EfficientNetV2B0,microscope,all,2,AdamW,GlobalMaxPooling2D,0.591511936339523,0.589542036910458,0.588758398735249,0.588731157202766,0.590551009788759,0.591511936339523,0.590614910811536,
EfficientNetV2B0,microscope,microscope,2,AdamW,GlobalMaxPooling2D,0.651898734177215,0.652435064935065,0.650553150553151,0.650203276576903,0.652315880322209,0.651898734177215,0.65081980661338,
EfficientNetV2B0,microscope,phone,2,AdamW,GlobalMaxPooling2D,0.606060606060606,0.61272504091653,0.620095902353967,0.601999793835687,0.646047215196151,0.606060606060606,0.612151824397985,
EfficientNetV2B0,microscope,fresh,2,AdamW,GlobalMaxPooling2D,0.630952380952381,0.632034018426648,0.636363636363636,0.628371628371628,0.64825858054065,0.630952380952381,0.633901812473241,
EfficientNetV2B0,microscope,dried,2,AdamW,GlobalMaxPooling2D,0.640449438202247,0.636096256684492,0.62984693877551,0.62993762993763,0.637961905906387,0.640449438202247,0.6362447148964,
EfficientNetV2B0,microscope,comparison,2,AdamW,GlobalMaxPooling2D,0.634241245136187,0.639010989010989,0.638824533593464,0.634235707364341,0.643365972548852,0.634241245136187,0.634119414155582,
EfficientNetV2B0,microscope,all,4,AdamW,GlobalMaxPooling2D,0.588859416445623,0.586941733215025,0.582985150471458,0.580885780885781,0.587426930176984,0.588859416445623,0.584105902938794,
EfficientNetV2B0,microscope,microscope,4,AdamW,GlobalMaxPooling2D,0.708860759493671,0.711039484286866,0.70995670995671,0.708674042007375,0.711765725884597,0.708860759493671,0.70848732452108,
EfficientNetV2B0,microscope,phone,4,AdamW,GlobalMaxPooling2D,0.525252525252525,0.537037037037037,0.539232781168265,0.522132073533943,0.569771791994014,0.525252525252525,0.531883485154513,
EfficientNetV2B0,microscope,fresh,4,AdamW,GlobalMaxPooling2D,0.625,0.619230769230769,0.622529644268775,0.619047619047619,0.633653846153846,0.625,0.627551020408163,
EfficientNetV2B0,microscope,dried,4,AdamW,GlobalMaxPooling2D,0.662921348314607,0.659438775510204,0.659438775510204,0.659438775510204,0.662921348314607,0.662921348314607,0.662921348314607,
EfficientNetV2B0,microscope,comparison,4,AdamW,GlobalMaxPooling2D,0.638132295719844,0.637674136886735,0.638580660895013,0.637341628101055,0.640881248718499,0.638132295719844,0.638725296433937,
EfficientNetV2B0,microscope,all,6,AdamW,GlobalMaxPooling2D,0.59946949602122,0.597498701748312,0.595406809327537,0.594909235816095,0.598200170896297,0.59946949602122,0.597303372423786,
EfficientNetV2B0,microscope,microscope,6,AdamW,GlobalMaxPooling2D,0.708860759493671,0.708755020080321,0.708353375020042,0.708440308087291,0.708807889786996,0.708860759493671,0.708720609024878,
EfficientNetV2B0,microscope,phone,6,AdamW,GlobalMaxPooling2D,0.515151515151515,0.529545454545455,0.531168265039233,0.512715340442986,0.562258953168044,0.515151515151515,0.521415964402019,
EfficientNetV2B0,microscope,fresh,6,AdamW,GlobalMaxPooling2D,0.660714285714286,0.658678389109473,0.663812033377251,0.657204224091641,0.673947613645572,0.660714285714286,0.663398450484543,
EfficientNetV2B0,microscope,dried,6,AdamW,GlobalMaxPooling2D,0.584269662921348,0.576298701298701,0.571938775510204,0.570384866275277,0.579417773237998,0.584269662921348,0.578195064388692,
EfficientNetV2B0,microscope,comparison,6,AdamW,GlobalMaxPooling2D,0.634241245136187,0.638016075995616,0.638184367760029,0.634235707364341,0.642188257471827,0.634241245136187,0.634352000573101,
EfficientNetV2B0,microscope,all,8,AdamW,GlobalMaxPooling2D,0.596816976127321,0.595238095238095,0.594969228163288,0.59503618272275,0.596381422778569,0.596816976127321,0.59653204918259,
EfficientNetV2B0,microscope,microscope,8,AdamW,GlobalMaxPooling2D,0.670886075949367,0.671361502347418,0.669713003046336,0.66956241956242,0.671242645747905,0.670886075949367,0.670091882117199,
EfficientNetV2B0,microscope,phone,8,AdamW,GlobalMaxPooling2D,0.525252525252525,0.568080357142857,0.566477768090671,0.525058691436154,0.605000901875902,0.525252525252525,0.522635768731512,
EfficientNetV2B0,microscope,fresh,8,AdamW,GlobalMaxPooling2D,0.619047619047619,0.627372627372627,0.630654369784805,0.618181818181818,0.645211930926217,0.619047619047619,0.621428571428571,
EfficientNetV2B0,microscope,dried,8,AdamW,GlobalMaxPooling2D,0.606741573033708,0.601436781609195,0.590051020408163,0.585826352878607,0.602976882345344,0.606741573033708,0.595238201948402,
EfficientNetV2B0,microscope,comparison,8,AdamW,GlobalMaxPooling2D,0.614785992217899,0.625796576283894,0.622759419582978,0.613944313784994,0.630934848848024,0.614785992217899,0.612471376527409,
EfficientNetV2B0,microscope,all,10,AdamW,GlobalMaxPooling2D,0.588859416445623,0.587678460583489,0.587727965671052,0.587699059472656,0.588983727589006,0.588859416445623,0.588917434294272,
EfficientNetV2B0,microscope,microscope,10,AdamW,GlobalMaxPooling2D,0.670886075949367,0.670910556003223,0.67003367003367,0.67004016064257,0.670902395985271,0.670886075949367,0.670463118295969,
EfficientNetV2B0,microscope,phone,10,AdamW,GlobalMaxPooling2D,0.505050505050505,0.569211822660099,0.561246730601569,0.501797268152408,0.608334577300095,0.505050505050505,0.491630902845856,
EfficientNetV2B0,microscope,fresh,10,AdamW,GlobalMaxPooling2D,0.583333333333333,0.586632609621115,0.589371980676329,0.581196581196581,0.603128991060026,0.583333333333333,0.586538461538462,
EfficientNetV2B0,microscope,dried,10,AdamW,GlobalMaxPooling2D,0.651685393258427,0.673319327731093,0.626275510204082,0.61342300686563,0.669176659427816,0.651685393258427,0.625721631063315,
EfficientNetV2B0,microscope,comparison,10,AdamW,GlobalMaxPooling2D,0.607003891050584,0.620556609740671,0.616205340812096,0.605474746553585,0.625926554882026,0.607003891050584,0.603467744401274,
EfficientNetV2B0,phone,all,2,AdamW,GlobalMaxPooling2D,0.604774535809019,0.603830758822866,0.603989046355372,0.603871513698389,0.60515204660348,0.604774535809019,0.604925039494124,
EfficientNetV2B0,phone,microscope,2,AdamW,GlobalMaxPooling2D,0.664556962025316,0.66699604743083,0.662578162578163,0.66150612393387,0.66662080352229,0.664556962025316,0.662319680758255,
EfficientNetV2B0,phone,phone,2,AdamW,GlobalMaxPooling2D,0.636363636363636,0.618166526492851,0.622493461203139,0.619230769230769,0.644926982185182,0.636363636363636,0.63962703962704,
EfficientNetV2B0,phone,fresh,2,AdamW,GlobalMaxPooling2D,0.672619047619048,0.677272727272727,0.682696530522618,0.671209479415009,0.694724025974026,0.672619047619048,0.675053756335114,
EfficientNetV2B0,phone,dried,2,AdamW,GlobalMaxPooling2D,0.617977528089888,0.617424242424242,0.618622448979592,0.61676798378926,0.622403813415049,0.617977528089888,0.61894516353039,
EfficientNetV2B0,phone,comparison,2,AdamW,GlobalMaxPooling2D,0.653696498054475,0.655317729808392,0.656169979270821,0.653507642434066,0.659100603900866,0.653696498054475,0.654168637105496,
EfficientNetV2B0,phone,all,4,AdamW,GlobalMaxPooling2D,0.631299734748011,0.63094121783977,0.62615041499633,0.625224387627391,0.631041602574078,0.631299734748011,0.627882351992662,
EfficientNetV2B0,phone,microscope,4,AdamW,GlobalMaxPooling2D,0.651898734177215,0.652083333333333,0.652156485489819,0.651884789488443,0.65245253164557,0.651898734177215,0.651940568243532,
EfficientNetV2B0,phone,phone,4,AdamW,GlobalMaxPooling2D,0.707070707070707,0.685746606334842,0.678945074106364,0.681601419540867,0.702943461766991,0.707070707070707,0.704341854835367,
EfficientNetV2B0,phone,fresh,4,AdamW,GlobalMaxPooling2D,0.720238095238095,0.71262219666475,0.716512955643391,0.713902677633248,0.724046044524768,0.720238095238095,0.721505178759065,
EfficientNetV2B0,phone,dried,4,AdamW,GlobalMaxPooling2D,0.584269662921348,0.593653250773994,0.592602040816327,0.584059618542377,0.600149580825825,0.584269662921348,0.583114418837007,
EfficientNetV2B0,phone,comparison,4,AdamW,GlobalMaxPooling2D,0.673151750972763,0.670720443349754,0.669034264114133,0.669503980404164,0.67226763910985,0.673151750972763,0.672341135290852,
EfficientNetV2B0,phone,all,6,AdamW,GlobalMaxPooling2D,0.618037135278515,0.625122701393888,0.607955507876461,0.599551516582084,0.624067404312875,0.618037135278515,0.60434408439227,
EfficientNetV2B0,phone,microscope,6,AdamW,GlobalMaxPooling2D,0.639240506329114,0.648857526881721,0.642055475388809,0.635959416306237,0.64998894106438,0.639240506329114,0.635084458966803,
EfficientNetV2B0,phone,phone,6,AdamW,GlobalMaxPooling2D,0.707070707070707,0.686507936507937,0.684394071490846,0.685369863013699,0.705547538880872,0.707070707070707,0.706236059222361,
EfficientNetV2B0,phone,fresh,6,AdamW,GlobalMaxPooling2D,0.678571428571429,0.667739340305712,0.652613087395696,0.654899573950091,0.673342144581083,0.678571428571429,0.671039474828276,
EfficientNetV2B0,phone,dried,6,AdamW,GlobalMaxPooling2D,0.640449438202247,0.642315470171891,0.643622448979592,0.640040444893832,0.647913566080822,0.640449438202247,0.641267424819077,
EfficientNetV2B0,phone,comparison,6,AdamW,GlobalMaxPooling2D,0.665369649805447,0.664965986394558,0.656718692842336,0.656630623912503,0.665104952486831,0.665369649805447,0.661106710345475,
EfficientNetV2B0,phone,all,8,AdamW,GlobalMaxPooling2D,0.607427055702918,0.606564668208504,0.601462368019875,0.599511915015791,0.6067777286483,0.607427055702918,0.602648102835219,
EfficientNetV2B0,phone,microscope,8,AdamW,GlobalMaxPooling2D,0.651898734177215,0.660073138297872,0.654401154401154,0.649526114135915,0.661163058847293,0.651898734177215,0.64879607720013,
EfficientNetV2B0,phone,phone,8,AdamW,GlobalMaxPooling2D,0.686868686868687,0.675,0.684612031386225,0.67616334283001,0.701974288337925,0.686868686868687,0.691031876217062,
EfficientNetV2B0,phone,fresh,8,AdamW,GlobalMaxPooling2D,0.708333333333333,0.698529411764706,0.697628458498024,0.698052305322232,0.707720588235294,0.708333333333333,0.708001687268459,
EfficientNetV2B0,phone,dried,8,AdamW,GlobalMaxPooling2D,0.584269662921348,0.59030612244898,0.59030612244898,0.584269662921348,0.596342581976611,0.584269662921348,0.584269662921348,
EfficientNetV2B0,phone,comparison,8,AdamW,GlobalMaxPooling2D,0.665369649805447,0.663000248570718,0.659919522009511,0.660428957718781,0.664213844325092,0.665369649805447,0.663775878164587,
EfficientNetV2B0,phone,all,10,AdamW,GlobalMaxPooling2D,0.618037135278515,0.618731163351417,0.611216193326182,0.608447290981478,0.618580909851098,0.618037135278515,0.611860625392288,
EfficientNetV2B0,phone,microscope,10,AdamW,GlobalMaxPooling2D,0.651898734177215,0.654231266149871,0.65311848645182,0.651549781466779,0.654897703856344,0.651898734177215,0.65127061929843,
EfficientNetV2B0,phone,phone,10,AdamW,GlobalMaxPooling2D,0.656565656565657,0.638982338099243,0.644071490845684,0.640384615384615,0.664840159373381,0.656565656565657,0.65964775964776,
EfficientNetV2B0,phone,fresh,10,AdamW,GlobalMaxPooling2D,0.678571428571429,0.669790915645278,0.672375933245498,0.670683897197619,0.681764342362756,0.678571428571429,0.67978489493663,
EfficientNetV2B0,phone,dried,10,AdamW,GlobalMaxPooling2D,0.606741573033708,0.613010204081633,0.613010204081633,0.606741573033708,0.619278835129558,0.606741573033708,0.606741573033708,
EfficientNetV2B0,phone,comparison,10,AdamW,GlobalMaxPooling2D,0.653696498054475,0.650964847590954,0.649768320936471,0.65011549110489,0.652815320485597,0.653696498054475,0.653007842871862,
EfficientNetV2B0,fresh,all,2,AdamW,GlobalMaxPooling2D,0.610079575596817,0.61073600973236,0.602789227034047,0.599240698557327,0.610602173646473,0.610079575596817,0.602911931102961,
EfficientNetV2B0,fresh,microscope,2,AdamW,GlobalMaxPooling2D,0.683544303797468,0.683642224012893,0.682700016033349,0.682730923694779,0.683609583941085,0.683544303797468,0.683137613746124,
EfficientNetV2B0,fresh,phone,2,AdamW,GlobalMaxPooling2D,0.636363636363636,0.608705357142857,0.606146469049695,0.607142857142857,0.632548701298701,0.636363636363636,0.634199134199134,
EfficientNetV2B0,fresh,fresh,2,AdamW,GlobalMaxPooling2D,0.690476190476191,0.679769469484262,0.67808519982433,0.678823529411765,0.689216576241846,0.690476190476191,0.689747899159664,
EfficientNetV2B0,fresh,dried,2,AdamW,GlobalMaxPooling2D,0.617977528089888,0.612421383647799,0.609438775510204,0.609649122807018,0.615362871881846,0.617977528089888,0.615414941849005,
EfficientNetV2B0,fresh,comparison,2,AdamW,GlobalMaxPooling2D,0.665369649805447,0.66338199513382,0.663760517010121,0.663530629643162,0.665837333257595,0.665369649805447,0.665563230875162,
EfficientNetV2B0,fresh,all,4,AdamW,GlobalMaxPooling2D,0.628647214854112,0.628055555555556,0.62363785218226,0.622784448256146,0.628225758915414,0.628647214854112,0.625403982268003,
EfficientNetV2B0,fresh,microscope,4,AdamW,GlobalMaxPooling2D,0.69620253164557,0.698868295883221,0.694404361071028,0.693798449612403,0.698424001843613,0.69620253164557,0.694485330193308,
EfficientNetV2B0,fresh,phone,4,AdamW,GlobalMaxPooling2D,0.656565656565657,0.630803571428571,0.627724498692241,0.628968253968254,0.653012265512266,0.656565656565657,0.654521404521404,
EfficientNetV2B0,fresh,fresh,4,AdamW,GlobalMaxPooling2D,0.690476190476191,0.679769469484262,0.67808519982433,0.678823529411765,0.689216576241846,0.690476190476191,0.689747899159664,
EfficientNetV2B0,fresh,dried,4,AdamW,GlobalMaxPooling2D,0.662921348314607,0.663841807909605,0.647959183673469,0.646825396825397,0.663556148035295,0.662921348314607,0.654449794899233,
EfficientNetV2B0,fresh,comparison,4,AdamW,GlobalMaxPooling2D,0.680933852140078,0.68020719738277,0.681349835385929,0.680115361262902,0.683259147363463,0.680933852140078,0.681437538833724,
EfficientNetV2B0,fresh,all,6,AdamW,GlobalMaxPooling2D,0.612732095490716,0.611016176805651,0.61004460504771,0.610095772413012,0.611895061985806,0.612732095490716,0.611881668691457,
EfficientNetV2B0,fresh,microscope,6,AdamW,GlobalMaxPooling2D,0.651898734177215,0.653985507246377,0.649911816578483,0.648732770120053,0.653664465235737,0.651898734177215,0.649577027201963,
EfficientNetV2B0,fresh,phone,6,AdamW,GlobalMaxPooling2D,0.646464646464647,0.642769607843137,0.652353966870096,0.639250390421655,0.673561596355714,0.646464646464647,0.652132990498425,
EfficientNetV2B0,fresh,fresh,6,AdamW,GlobalMaxPooling2D,0.702380952380952,0.69505376344086,0.699165568730786,0.696180555555556,0.707265745007681,0.702380952380952,0.703931051587302,
EfficientNetV2B0,fresh,dried,6,AdamW,GlobalMaxPooling2D,0.550561797752809,0.534615384615385,0.527551020408163,0.512061403508772,0.538115816767502,0.550561797752809,0.525921545436625,
EfficientNetV2B0,fresh,comparison,6,AdamW,GlobalMaxPooling2D,0.649805447470817,0.654700854700855,0.654493354468967,0.649800145348837,0.659170574345672,0.649805447470817,0.649688800787259,
EfficientNetV2B0,fresh,all,8,AdamW,GlobalMaxPooling2D,0.623342175066313,0.623658798283262,0.617130596804246,0.61515125373821,0.623584089434319,0.623342175066313,0.618278696427122,
EfficientNetV2B0,fresh,microscope,8,AdamW,GlobalMaxPooling2D,0.664556962025316,0.66474358974359,0.664822831489498,0.664543524416136,0.665116845180136,0.664556962025316,0.664597274852858,
EfficientNetV2B0,fresh,phone,8,AdamW,GlobalMaxPooling2D,0.676767676767677,0.67082651391162,0.681996512641674,0.669172932330827,0.700532328191903,0.676767676767677,0.681830839725577,
EfficientNetV2B0,fresh,fresh,8,AdamW,GlobalMaxPooling2D,0.738095238095238,0.729422195950938,0.727272727272727,0.728235294117647,0.737074880195909,0.738095238095238,0.737478991596639,
EfficientNetV2B0,fresh,dried,8,AdamW,GlobalMaxPooling2D,0.539325842696629,0.526418242491658,0.524234693877551,0.519678820587074,0.530720775893315,0.539325842696629,0.529502331641852,
EfficientNetV2B0,fresh,comparison,8,AdamW,GlobalMaxPooling2D,0.669260700389105,0.668272727272727,0.669278136812584,0.668276312392754,0.671236646621861,0.669260700389105,0.669752894387281,
EfficientNetV2B0,fresh,all,10,AdamW,GlobalMaxPooling2D,0.610079575596817,0.608642149929279,0.608421320083564,0.608492931976009,0.609760147670697,0.610079575596817,0.609881245144216,
EfficientNetV2B0,fresh,microscope,10,AdamW,GlobalMaxPooling2D,0.677215189873418,0.681349734042553,0.674923841590508,0.673434650455927,0.680798461486668,0.677215189873418,0.674324189142395,
EfficientNetV2B0,fresh,phone,10,AdamW,GlobalMaxPooling2D,0.585858585858586,0.592471358428805,0.598517872711421,0.581589526852902,0.625535221279902,0.585858585858586,0.592262174367112,
EfficientNetV2B0,fresh,fresh,10,AdamW,GlobalMaxPooling2D,0.672619047619048,0.667094017094017,0.671717171717172,0.667422524565382,0.680906593406593,0.672619047619048,0.674846128927762,
EfficientNetV2B0,fresh,dried,10,AdamW,GlobalMaxPooling2D,0.584269662921348,0.579831932773109,0.558163265306123,0.538601653355752,0.580681710886602,0.584269662921348,0.553280656430408,
EfficientNetV2B0,fresh,comparison,10,AdamW,GlobalMaxPooling2D,0.642023346303502,0.650376403801061,0.648579441531521,0.641757575757576,0.655388238299597,0.642023346303502,0.640960264119797,
EfficientNetV2B0,dried,all,2,AdamW,GlobalMaxPooling2D,0.612732095490716,0.616863905325444,0.615973124047202,0.612511263798153,0.619088726005682,0.612732095490716,0.611995989848838,
EfficientNetV2B0,dried,microscope,2,AdamW,GlobalMaxPooling2D,0.670886075949367,0.690306028953638,0.666506333173,0.658577127659574,0.688918889453333,0.670886075949367,0.66021832076488,
EfficientNetV2B0,dried,phone,2,AdamW,GlobalMaxPooling2D,0.636363636363636,0.611595466434176,0.611595466434176,0.611595466434176,0.636363636363636,0.636363636363636,0.636363636363636,
EfficientNetV2B0,dried,fresh,2,AdamW,GlobalMaxPooling2D,0.630952380952381,0.65173473869126,0.65173473869126,0.630952380952381,0.67251709643014,0.630952380952381,0.630952380952381,
EfficientNetV2B0,dried,dried,2,AdamW,GlobalMaxPooling2D,0.707865168539326,0.707323232323232,0.709438775510204,0.70694022289767,0.712200658268074,0.707865168539326,0.708605125052651,
EfficientNetV2B0,dried,comparison,2,AdamW,GlobalMaxPooling2D,0.657587548638132,0.664915191740413,0.663608096573589,0.657457894099116,0.669879079003248,0.657587548638132,0.656913345035245,
EfficientNetV2B0,dried,all,4,AdamW,GlobalMaxPooling2D,0.578249336870027,0.586235513365558,0.583606233414262,0.576533171320989,0.58866608882072,0.578249336870027,0.575031526465582,
EfficientNetV2B0,dried,microscope,4,AdamW,GlobalMaxPooling2D,0.645569620253165,0.676440849342771,0.639890973224307,0.623809523809524,0.674725781060015,0.645569620253165,0.626100060277276,
EfficientNetV2B0,dried,phone,4,AdamW,GlobalMaxPooling2D,0.606060606060606,0.573755656108597,0.571054925893636,0.571808805589442,0.599808035102153,0.606060606060606,0.602390770295839,
EfficientNetV2B0,dried,fresh,4,AdamW,GlobalMaxPooling2D,0.613095238095238,0.638591800356506,0.636583223539745,0.612971823498139,0.65983893557423,0.613095238095238,0.611737677527151,
EfficientNetV2B0,dried,dried,4,AdamW,GlobalMaxPooling2D,0.662921348314607,0.660587639311044,0.661734693877551,0.660823170731707,0.664788315517457,0.662921348314607,0.663520827624007,
EfficientNetV2B0,dried,comparison,4,AdamW,GlobalMaxPooling2D,0.630350194552529,0.640442455878698,0.637788074625046,0.629789685969461,0.645611662899418,0.630350194552529,0.628612617945019,
EfficientNetV2B0,dried,all,6,AdamW,GlobalMaxPooling2D,0.578249336870027,0.590635301168714,0.58538478911411,0.574368223356742,0.593432131816805,0.578249336870027,0.572104240473992,
EfficientNetV2B0,dried,microscope,6,AdamW,GlobalMaxPooling2D,0.588607594936709,0.612280701754386,0.582090748757415,0.555699762059269,0.611125916055963,0.588607594936709,0.55876095581531,
EfficientNetV2B0,dried,phone,6,AdamW,GlobalMaxPooling2D,0.595959595959596,0.564508928571429,0.562990409764603,0.563492063492064,0.591621572871573,0.595959595959596,0.593554593554594,
EfficientNetV2B0,dried,fresh,6,AdamW,GlobalMaxPooling2D,0.577380952380952,0.608186244674376,0.604084321475626,0.576645962732919,0.629189853056256,0.577380952380952,0.573496007098492,
EfficientNetV2B0,dried,dried,6,AdamW,GlobalMaxPooling2D,0.617977528089888,0.614030612244898,0.614030612244898,0.614030612244898,0.617977528089888,0.617977528089888,0.617977528089888,
EfficientNetV2B0,dried,comparison,6,AdamW,GlobalMaxPooling2D,0.591439688715953,0.604301075268817,0.600536519936593,0.589849984040855,0.609397096355801,0.591439688715953,0.587763496654789,
EfficientNetV2B0,dried,all,8,AdamW,GlobalMaxPooling2D,0.588859416445623,0.595875960927114,0.593656484670544,0.587699059472656,0.598291492633857,0.588859416445623,0.586480684651039,
EfficientNetV2B0,dried,microscope,8,AdamW,GlobalMaxPooling2D,0.651898734177215,0.686986863711002,0.646063812730479,0.629313654395769,0.685090208060527,0.651898734177215,0.631630072834891,
EfficientNetV2B0,dried,phone,8,AdamW,GlobalMaxPooling2D,0.606060606060606,0.581104400345125,0.581952920662598,0.581463414634146,0.608230710905431,0.606060606060606,0.607085489036709,
EfficientNetV2B0,dried,fresh,8,AdamW,GlobalMaxPooling2D,0.625,0.659312233718807,0.653271848924023,0.624347826086957,0.682706938527085,0.625,0.621552795031056,
EfficientNetV2B0,dried,dried,8,AdamW,GlobalMaxPooling2D,0.651685393258427,0.648628048780488,0.649234693877551,0.648848160875652,0.652558920252124,0.651685393258427,0.652040047306274,
EfficientNetV2B0,dried,comparison,8,AdamW,GlobalMaxPooling2D,0.634241245136187,0.648184339931913,0.643305694427509,0.632991006319883,0.653925614259565,0.634241245136187,0.631240671977059,
EfficientNetV2B0,dried,all,10,AdamW,GlobalMaxPooling2D,0.586206896551724,0.626363179796241,0.599443848455762,0.568193832599119,0.631181933785582,0.586206896551724,0.563281178793863,
EfficientNetV2B0,dried,microscope,10,AdamW,GlobalMaxPooling2D,0.639240506329114,0.703869047619048,0.631794131794132,0.600850950671453,0.701118896925859,0.639240506329114,0.60398479194963,
EfficientNetV2B0,dried,phone,10,AdamW,GlobalMaxPooling2D,0.555555555555556,0.559436274509804,0.563426329555362,0.55,0.59177559912854,0.555555555555556,0.562626262626263,
